PassengerId,Survived
892,0.0
893,0.0
894,0.14285714285714285
895,0.75
896,0.25
897,0.4444444444444444
898,0.18181818181818182
899,0.2222222222222222
900,0.25
901,0.11764705882352941
902,0.25
903,0.125
904,0.875
905,0.14285714285714285
906,0.125
907,0.6
908,0.3333333333333333
909,0.11764705882352941
910,0.75
911,0.2222222222222222
912,0.4444444444444444
913,0.25
914,0.4666666666666667
915,0.625
916,1.0
917,0.0
918,0.875
919,0.25
920,0.7777777777777778
921,0.25
922,0.75
923,0.6
924,0.125
925,0.25
926,0.8333333333333334
927,0.25
928,0.25
929,0.11764705882352941
930,0.15384615384615385
931,0.25
932,0.16666666666666666
933,0.4666666666666667
934,0.0
935,0.375
936,0.4
937,0.15384615384615385
938,0.4
939,0.25
940,0.625
941,0.16666666666666666
942,0.7142857142857143
943,0.3333333333333333
944,0.5
945,0.42857142857142855
946,0.36363636363636365
947,0.0
948,0.16666666666666666
949,0.15384615384615385
950,0.25
951,0.7777777777777778
952,0.125
953,0.5555555555555556
954,0.25
955,0.25
956,0.8333333333333334
957,0.36363636363636365
958,0.25
959,0.125
960,0.6
961,0.625
962,0.3076923076923077
963,0.11764705882352941
964,0.36363636363636365
965,0.42857142857142855
966,1.0
967,0.8333333333333334
968,0.25
969,0.4444444444444444
970,0.375
971,0.3076923076923077
972,0.8
973,0.0
974,0.8
975,0.25
976,0.36363636363636365
977,0.25
978,0.75
979,0.25
980,0.25
981,1.0
982,0.25
983,0.25
984,0.8333333333333334
985,0.25
986,0.6666666666666666
987,0.15384615384615385
988,1.0
989,0.36363636363636365
990,0.2
991,0.125
992,0.7777777777777778
993,0.3333333333333333
994,0.25
995,0.2857142857142857
996,0.25
997,0.0
998,0.11764705882352941
999,0.25
1000,0.25
1001,0.3333333333333333
1002,1.0
1003,0.25
1004,0.7777777777777778
1005,0.25
1006,0.3333333333333333
1007,0.25
1008,0.25
1009,0.6
1010,0.7777777777777778
1011,0.5
1012,1.0
1013,0.25
1014,1.0
1015,0.0
1016,0.25
1017,0.125
1018,0.25
1019,0.25
1020,0.6
1021,0.3076923076923077
1022,0.4166666666666667
1023,0.75
1024,0.25
1025,0.25
1026,0.0
1027,0.3076923076923077
1028,0.2857142857142857
1029,0.2222222222222222
1030,0.2
1031,0.0
1032,0.0
1033,0.8333333333333334
1034,0.3333333333333333
1035,0.5555555555555556
1036,0.7777777777777778
1037,0.42857142857142855
1038,0.4666666666666667
1039,0.25
1040,0.4666666666666667
1041,0.375
1042,0.875
1043,0.25
1044,0.0
1045,0.16666666666666666
1046,1.0
1047,0.3076923076923077
1048,0.42857142857142855
1049,0.2
1050,0.7777777777777778
1051,0.2857142857142857
1052,0.25
1053,0.0
1054,0.2222222222222222
1055,0.25
1056,1.0
1057,0.2857142857142857
1058,1.0
1059,0.25
1060,0.4666666666666667
1061,0.25
1062,0.25
1063,0.75
1064,0.2
1065,0.25
1066,0.0
1067,1.0
1068,0.5
1069,0.4444444444444444
1070,0.42857142857142855
1071,0.0
1072,0.375
1073,0.3333333333333333
1074,0.75
1075,0.25
1076,0.8333333333333334
1077,1.0
1078,0.25
1079,0.125
1080,0.25
1081,1.0
1082,0.5
1083,0.4666666666666667
1084,0.0
1085,0.14285714285714285
1086,1.0
1087,0.125
1088,0.8333333333333334
1089,0.25
1090,0.14285714285714285
1091,0.25
1092,0.25
1093,1.0
1094,0.125
1095,1.0
1096,0.2222222222222222
1097,0.4666666666666667
1098,0.16666666666666666
1099,0.6
1100,0.8333333333333334
1101,0.15384615384615385
1102,0.4166666666666667
1103,0.25
1104,0.5
1105,0.14285714285714285
1106,0.25
1107,0.7777777777777778
1108,0.25
1109,0.4444444444444444
1110,0.4
1111,0.25
1112,0.375
1113,0.11764705882352941
1114,1.0
1115,0.11764705882352941
1116,0.75
1117,0.25
1118,0.2
1119,0.25
1120,0.0
1121,0.42857142857142855
1122,1.0
1123,0.625
1124,0.11764705882352941
1125,0.25
1126,0.8
1127,0.2
1128,0.0
1129,0.2
1130,0.3333333333333333
1131,1.0
1132,0.4444444444444444
1133,0.3333333333333333
1134,0.4
1135,0.25
1136,0.25
1137,0.7777777777777778
1138,1.0
1139,0.6
1140,0.5
1141,0.25
1142,1.0
1143,0.2
1144,0.8333333333333334
1145,0.3076923076923077
1146,0.4166666666666667
1147,0.25
1148,0.25
1149,0.0
1150,0.5
1151,0.11764705882352941
1152,0.16666666666666666
1153,0.11764705882352941
1154,0.5
1155,0.6
1156,0.375
1157,0.25
1158,0.4666666666666667
1159,0.25
1160,0.25
1161,0.125
1162,0.125
1163,0.25
1164,0.8333333333333334
1165,0.25
1166,0.25
1167,0.5
1168,0.5555555555555556
1169,1.0
1170,0.375
1171,1.0
1172,0.2
1173,1.0
1174,0.25
1175,0.25
1176,0.14285714285714285
1177,0.16666666666666666
1178,0.25
1179,0.7142857142857143
1180,0.25
1181,0.25
1182,0.4666666666666667
1183,0.18181818181818182
1184,0.25
1185,0.75
1186,0.16666666666666666
1187,0.2857142857142857
1188,1.0
1189,0.25
1190,0.8333333333333334
1191,0.36363636363636365
1192,0.4166666666666667
1193,0.36363636363636365
1194,0.3333333333333333
1195,0.3076923076923077
1196,0.25
1197,0.0
1198,0.8333333333333334
1199,1.0
1200,0.4444444444444444
1201,0.2222222222222222
1202,0.25
1203,0.25
1204,0.25
1205,0.0
1206,0.4444444444444444
1207,0.125
1208,0.4444444444444444
1209,0.5
1210,0.75
1211,1.0
1212,0.2857142857142857
1213,0.15384615384615385
1214,0.2222222222222222
1215,0.8333333333333334
1216,0.8
1217,0.2
1218,1.0
1219,0.125
1220,0.5
1221,0.25
1222,0.3333333333333333
1223,0.8
1224,0.25
1225,0.21428571428571427
1226,0.75
1227,0.8333333333333334
1228,0.5555555555555556
1229,0.16666666666666666
1230,0.2222222222222222
1231,0.25
1232,0.3333333333333333
1233,0.4166666666666667
1234,0.25
1235,0.625
1236,0.25
1237,0.25
1238,0.2222222222222222
1239,0.25
1240,0.6
1241,0.4
1242,0.4
1243,0.2222222222222222
1244,0.3333333333333333
1245,0.3333333333333333
1246,1.0
1247,0.4
1248,0.625
1249,0.25
1250,0.25
1251,0.18181818181818182
1252,0.4444444444444444
1253,0.6
1254,0.4
1255,0.75
1256,0.6666666666666666
1257,0.25
1258,0.25
1259,0.25
1260,0.4
1261,0.5
1262,0.25
1263,0.6
1264,0.8
1265,0.3333333333333333
1266,0.4444444444444444
1267,0.4
1268,0.25
1269,0.25
1270,0.4444444444444444
1271,0.8
1272,0.25
1273,0.2857142857142857
1274,0.25
1275,0.21428571428571427
1276,0.36363636363636365
1277,0.6
1278,0.3076923076923077
1279,0.14285714285714285
1280,0.11764705882352941
1281,0.8
1282,0.875
1283,0.75
1284,1.0
1285,0.3333333333333333
1286,0.36363636363636365
1287,0.75
1288,0.3076923076923077
1289,1.0
1290,0.25
1291,0.42857142857142855
1292,0.8333333333333334
1293,0.0
1294,0.875
1295,1.0
1296,0.7777777777777778
1297,0.5
1298,0.14285714285714285
1299,0.4
1300,0.25
1301,0.6666666666666666
1302,0.25
1303,0.3333333333333333
1304,0.0
1305,0.25
1306,0.8
1307,0.25
1308,0.25
1309,0.25
